		Temp	Hi	Low	Out	Dew	Wind	Wind	Wind	Hi	Hi	Wind	Heat	THW			Rain	Heat	Cool	In 	In	In 	In 	In 	In Air	Temp	Temp	Hum	Hum	Wind	Wind	ISS 	Arc.
Date	Time	Out	Temp	Temp	Hum	Pt.	Speed	Dir	Run	Speed	Dir	Chill	Index	Index	Bar  	Rain	Rate	D-D 	D-D 	Temp	Hum	Dew	Heat	EMC	Density	2nd	3rd	2nd	3rd	Samp	Tx 	Recept	Int.
31/05/23	17:30	23.2	24.2	23.1	60	15.0	4.8	NE	2.41	16.1	NE	23.2	23.3	23.3	1011.8	0.00	0.0	0.000	0.101	26.5	52	15.8	26.7	9.46	1.1560	---	---	---	---	694	1	100.0	30
31/05/23	18:00	22.7	24.1	22.7	67	16.2	4.8	SSW	2.41	12.9	SSW	22.7	23.0	23.0	1011.4	0.00	0.0	0.000	0.090	26.7	52	16.0	26.9	9.45	1.1547	---	---	---	---	695	1	100.0	30
31/05/23	18:30	21.4	22.9	21.4	73	16.3	8.0	SW	4.02	17.7	S	21.4	21.7	21.7	1011.5	0.00	0.0	0.000	0.064	26.7	52	16.0	26.9	9.45	1.1548	---	---	---	---	694	1	100.0	30
31/05/23	19:00	21.3	21.6	21.3	70	15.6	6.4	SSW	3.22	17.7	SSW	21.3	21.5	21.5	1011.7	0.00	0.0	0.000	0.063	26.5	52	15.8	26.7	9.46	1.1559	---	---	---	---	694	1	100.0	30
31/05/23	19:30	20.8	21.4	20.8	73	15.8	8.0	SSW	4.02	22.5	SW	20.8	21.2	21.2	1011.9	0.00	0.0	0.000	0.051	26.2	52	15.6	26.3	9.47	1.1575	---	---	---	---	687	1	100.0	30
31/05/23	20:00	20.3	20.8	20.3	74	15.5	6.4	SSW	3.22	16.1	SW	20.3	20.7	20.7	1012.1	0.00	0.0	0.000	0.041	26.0	53	15.7	26.2	9.65	1.1585	---	---	---	---	696	1	100.0	30
31/05/23	20:30	19.9	20.3	19.9	75	15.3	6.4	SSW	3.22	16.1	SSW	19.9	20.3	20.3	1012.2	0.00	0.0	0.000	0.032	25.7	53	15.4	25.8	9.65	1.1603	---	---	---	---	696	1	100.0	30
31/05/23	21:00	19.6	19.9	19.4	74	14.8	6.4	S	3.22	17.7	SSE	19.6	19.9	19.9	1012.1	0.00	0.0	0.000	0.027	25.3	53	15.1	25.4	9.65	1.1619	---	---	---	---	698	1	100.0	30
31/05/23	21:30	18.8	19.7	18.8	73	13.9	6.4	SSW	3.22	17.7	SSW	18.8	18.9	18.9	1012.3	0.00	0.0	0.000	0.010	25.1	53	14.9	25.2	9.65	1.1633	---	---	---	---	695	1	100.0	30
31/05/23	22:00	18.6	18.8	18.5	74	13.9	4.8	SSW	2.41	12.9	SSE	18.6	18.7	18.7	1012.5	0.00	0.0	0.000	0.006	24.9	53	14.7	24.9	9.65	1.1647	---	---	---	---	698	1	100.0	30
31/05/23	22:30	19.3	19.3	18.6	69	13.4	4.8	S	2.41	9.7	S	19.3	19.3	19.3	1012.6	0.00	0.0	0.000	0.020	24.7	53	14.4	24.7	9.65	1.1659	---	---	---	---	695	1	100.0	30
31/05/23	23:00	19.0	19.3	19.0	69	13.2	0.0	SSE	0.00	3.2	SSE	19.0	18.9	18.9	1012.6	0.00	0.0	0.000	0.014	24.6	53	14.3	24.6	9.65	1.1665	---	---	---	---	695	1	100.0	30
31/05/23	23:30	19.1	19.1	18.8	70	13.5	0.0	SSE	0.00	3.2	SSE	19.1	19.1	19.1	1012.5	0.00	0.0	0.000	0.015	24.4	53	14.2	24.4	9.65	1.1671	---	---	---	---	696	1	100.0	30
01/06/23	00:00	18.3	19.2	18.3	72	13.1	3.2	SE	1.61	16.1	SSE	18.3	18.2	18.2	1012.6	0.00	0.0	0.001	0.000	24.3	53	14.1	24.3	9.65	1.1679	---	---	---	---	693	1	100.0	30
01/06/23	0:30	17.7	18.3	17.7	72	12.6	6.4	S	3.22	17.7	S	17.7	17.5	17.5	1012.8	0.00	0.0	0.014	0.000	24.2	53	14.0	24.2	9.65	1.1687	---	---	---	---	695	1	100.0	30
01/06/23	1:00	18.0	18.0	17.6	70	12.4	6.4	S	3.22	17.7	S	18.0	17.8	17.8	1012.7	0.00	0.0	0.007	0.000	24.0	53	13.8	24.1	9.65	1.1694	---	---	---	---	697	1	100.0	30
01/06/23	1:30	18.1	18.1	17.9	68	12.1	6.4	SSW	3.22	14.5	S	18.1	17.8	17.8	1012.5	0.00	0.0	0.006	0.000	23.8	53	13.7	23.9	9.65	1.1700	---	---	---	---	696	1	100.0	30
01/06/23	2:00	18.2	18.2	18.1	66	11.7	4.8	S	2.41	16.1	S	18.2	17.8	17.8	1012.4	0.00	0.0	0.003	0.000	23.7	53	13.6	23.8	9.66	1.1704	---	---	---	---	696	1	100.0	30
01/06/23	2:30	18.2	18.3	18.1	65	11.5	4.8	SSW	2.41	14.5	SSE	18.2	17.9	17.9	1012.2	0.00	0.0	0.002	0.000	23.7	53	13.5	23.7	9.67	1.1704	---	---	---	---	696	1	100.0	30
01/06/23	3:00	18.6	18.7	18.2	62	11.2	4.8	SSW	2.41	9.7	S	18.6	18.2	18.2	1012.2	0.00	0.0	0.000	0.006	23.6	53	13.4	23.6	9.67	1.1710	---	---	---	---	698	1	100.0	30
01/06/23	3:30	18.3	18.7	18.3	65	11.6	4.8	SSW	2.41	12.9	SSW	18.3	17.9	17.9	1012.2	0.00	0.0	0.001	0.000	23.5	53	13.4	23.5	9.68	1.1713	---	---	---	---	695	1	100.0	30
01/06/23	4:00	18.3	18.3	18.2	64	11.3	6.4	S	3.22	14.5	S	18.3	17.9	17.9	1012.0	0.00	0.0	0.001	0.000	23.4	53	13.3	23.4	9.69	1.1716	---	---	---	---	696	1	100.0	30
01/06/23	4:30	18.5	18.6	18.3	63	11.3	4.8	SSW	2.41	12.9	SSW	18.5	18.1	18.1	1012.0	0.00	0.0	0.000	0.003	23.3	53	13.2	23.3	9.69	1.1722	---	---	---	---	697	1	100.0	30
01/06/23	5:00	18.6	18.6	18.5	62	11.1	3.2	S	1.61	9.7	S	18.6	18.1	18.1	1011.9	0.00	0.0	0.000	0.005	23.3	53	13.2	23.3	9.69	1.1720	---	---	---	---	699	1	100.0	30
01/06/23	5:30	18.5	18.6	18.3	63	11.3	1.6	SE	0.80	6.4	SSE	18.5	18.1	18.1	1012.0	0.00	0.0	0.000	0.003	23.2	52	12.8	23.2	9.57	1.1728	---	---	---	---	697	1	100.0	30
01/06/23	6:00	18.5	18.6	18.4	64	11.6	1.6	SE	0.80	8.0	ENE	18.5	18.2	18.2	1012.1	0.00	0.0	0.000	0.003	23.2	52	12.8	23.1	9.58	1.1732	---	---	---	---	697	1	100.0	30
01/06/23	6:30	18.6	18.6	18.4	69	12.8	0.0	SE	0.00	1.6	SE	18.6	18.4	18.4	1012.2	0.00	0.0	0.000	0.005	23.1	52	12.7	23.0	9.58	1.1736	---	---	---	---	695	1	100.0	30
01/06/23	7:00	19.1	19.2	18.5	70	13.5	0.0	SE	0.00	4.8	SE	19.1	19.1	19.1	1012.3	0.00	0.0	0.000	0.016	23.2	52	12.8	23.1	9.58	1.1734	---	---	---	---	698	1	100.0	30
01/06/23	7:30	19.9	19.9	19.1	70	14.3	0.0	SE	0.00	3.2	SE	19.9	20.1	20.1	1012.2	0.00	0.0	0.000	0.034	23.2	53	13.1	23.2	9.70	1.1727	---	---	---	---	697	1	100.0	30
01/06/23	8:00	20.1	20.2	19.8	69	14.2	0.0	SSE	0.00	4.8	SSW	20.1	20.3	20.3	1012.4	0.00	0.0	0.000	0.037	23.3	53	13.2	23.3	9.69	1.1727	---	---	---	---	696	1	100.0	30
01/06/23	8:30	21.2	21.2	20.1	58	12.6	3.2	SW	1.61	8.0	SSW	21.2	20.7	20.7	1012.6	0.00	0.0	0.000	0.059	23.5	52	13.1	23.5	9.56	1.1721	---	---	---	---	696	1	100.0	30
01/06/23	9:00	21.7	22.2	21.2	59	13.3	3.2	SW	1.61	9.7	SSW	21.7	21.4	21.4	1012.8	0.00	0.0	0.000	0.069	23.9	52	13.4	23.9	9.55	1.1704	---	---	---	---	697	1	100.0	30
01/06/23	9:30	22.7	22.7	21.7	59	14.3	3.2	W	1.61	9.7	W	22.7	22.8	22.8	1012.9	0.00	0.0	0.000	0.091	24.2	52	13.7	24.2	9.54	1.1691	---	---	---	---	695	1	100.0	30
01/06/23	10:00	22.3	22.9	22.2	60	14.2	3.2	N	1.61	8.0	N	22.3	22.3	22.3	1012.9	0.00	0.0	0.000	0.083	24.4	52	13.9	24.4	9.53	1.1679	---	---	---	---	697	1	100.0	30
01/06/23	10:30	23.2	23.7	22.3	59	14.7	3.2	NNE	1.61	12.9	N	23.2	23.3	23.3	1012.9	0.00	0.0	0.000	0.101	24.5	52	14.0	24.5	9.53	1.1674	---	---	---	---	696	1	100.0	30
